DateTime,Junction,Vehicles,ID
04-01-2017 11:00,1,71,20170104111
04-01-2017 12:00,1,78,20170104121
04-01-2017 13:00,1,69,20170104131
04-01-2017 14:00,1,75,20170104141
04-01-2017 15:00,1,78,20170104151
04-01-2017 16:00,1,74,20170104161
04-01-2017 17:00,1,69,20170104171
04-01-2017 18:00,1,73,20170104181
04-01-2017 19:00,1,79,20170104191
04-01-2017 20:00,1,78,20170104201
04-01-2017 21:00,1,71,20170104211
04-01-2017 22:00,1,73,20170104221
04-01-2017 23:00,1,62,20170104231
05-01-2017 00:00,1,61,20170105001
05-01-2017 01:00,1,50,20170105011
05-01-2017 02:00,1,45,20170105021
05-01-2017 03:00,1,43,20170105031
05-01-2017 04:00,1,32,20170105041
05-01-2017 05:00,1,31,20170105051
05-01-2017 06:00,1,35,20170105061
05-01-2017 07:00,1,42,20170105071
05-01-2017 08:00,1,40,20170105081
05-01-2017 09:00,1,48,20170105091
05-01-2017 10:00,1,64,20170105101
05-01-2017 11:00,1,90,20170105111
05-01-2017 12:00,1,80,20170105121
05-01-2017 13:00,1,70,20170105131
05-01-2017 14:00,1,82,20170105141
05-01-2017 15:00,1,80,20170105151
05-01-2017 16:00,1,80,20170105161
05-01-2017 17:00,1,77,20170105171
05-01-2017 18:00,1,73,20170105181
05-01-2017 19:00,1,77,20170105191
05-01-2017 20:00,1,77,20170105201
05-01-2017 21:00,1,74,20170105211
05-01-2017 22:00,1,69,20170105221
05-01-2017 23:00,1,64,20170105231
06-01-2017 00:00,1,61,20170106001
06-01-2017 01:00,1,51,20170106011
06-01-2017 02:00,1,45,20170106021
06-01-2017 03:00,1,39,20170106031
06-01-2017 04:00,1,34,20170106041
06-01-2017 05:00,1,32,20170106051
06-01-2017 06:00,1,31,20170106061
06-01-2017 07:00,1,33,20170106071
06-01-2017 08:00,1,40,20170106081
06-01-2017 09:00,1,44,20170106091
06-01-2017 10:00,1,57,20170106101
06-01-2017 11:00,1,72,20170106111
06-01-2017 12:00,1,73,20170106121
06-01-2017 13:00,1,62,20170106131
06-01-2017 14:00,1,74,20170106141
06-01-2017 15:00,1,71,20170106151
06-01-2017 16:00,1,64,20170106161
06-01-2017 17:00,1,63,20170106171
06-01-2017 18:00,1,59,20170106181
06-01-2017 19:00,1,65,20170106191
06-01-2017 20:00,1,67,20170106201
06-01-2017 21:00,1,69,20170106211
06-01-2017 22:00,1,64,20170106221
06-01-2017 23:00,1,57,20170106231
07-01-2017 00:00,1,50,20170107001
07-01-2017 01:00,1,49,20170107011
07-01-2017 02:00,1,38,20170107021
07-01-2017 03:00,1,33,20170107031
07-01-2017 04:00,1,31,20170107041
07-01-2017 05:00,1,27,20170107051
07-01-2017 06:00,1,25,20170107061
07-01-2017 07:00,1,24,20170107071
07-01-2017 08:00,1,29,20170107081
07-01-2017 09:00,1,35,20170107091
07-01-2017 10:00,1,43,20170107101
07-01-2017 11:00,1,45,20170107111
07-01-2017 12:00,1,45,20170107121
07-01-2017 13:00,1,42,20170107131
07-01-2017 14:00,1,39,20170107141
07-01-2017 15:00,1,38,20170107151
07-01-2017 16:00,1,41,20170107161
07-01-2017 17:00,1,41,20170107171
07-01-2017 18:00,1,47,20170107181
07-01-2017 19:00,1,51,20170107191
07-01-2017 20:00,1,55,20170107201
07-01-2017 21:00,1,52,20170107211
07-01-2017 22:00,1,49,20170107221
07-01-2017 23:00,1,50,20170107231
08-01-2017 00:00,1,43,20170108001
08-01-2017 01:00,1,33,20170108011
08-01-2017 02:00,1,30,20170108021
08-01-2017 03:00,1,26,20170108031
08-01-2017 04:00,1,23,20170108041
08-01-2017 05:00,1,24,20170108051
08-01-2017 06:00,1,27,20170108061
08-01-2017 07:00,1,26,20170108071
08-01-2017 08:00,1,29,20170108081
08-01-2017 09:00,1,41,20170108091
08-01-2017 10:00,1,42,20170108101
08-01-2017 11:00,1,43,20170108111
08-01-2017 12:00,1,66,20170108121
08-01-2017 13:00,1,58,20170108131
08-01-2017 14:00,1,62,20170108141
08-01-2017 15:00,1,64,20170108151
08-01-2017 16:00,1,61,20170108161
08-01-2017 17:00,1,62,20170108171
08-01-2017 18:00,1,73,20170108181
08-01-2017 19:00,1,84,20170108191
08-01-2017 20:00,1,84,20170108201
08-01-2017 21:00,1,78,20170108211
08-01-2017 22:00,1,77,20170108221
08-01-2017 23:00,1,75,20170108231
09-01-2017 00:00,1,64,20170109001
09-01-2017 01:00,1,55,20170109011
09-01-2017 02:00,1,47,20170109021
09-01-2017 03:00,1,42,20170109031
09-01-2017 04:00,1,41,20170109041
09-01-2017 05:00,1,38,20170109051
09-01-2017 06:00,1,43,20170109061
09-01-2017 07:00,1,56,20170109071
09-01-2017 08:00,1,54,20170109081
09-01-2017 09:00,1,66,20170109091
09-01-2017 10:00,1,81,20170109101
09-01-2017 11:00,1,97,20170109111
09-01-2017 12:00,1,104,20170109121
09-01-2017 13:00,1,90,20170109131
09-01-2017 14:00,1,92,20170109141
09-01-2017 15:00,1,93,20170109151
09-01-2017 16:00,1,88,20170109161
09-01-2017 17:00,1,90,20170109171
09-01-2017 18:00,1,83,20170109181
09-01-2017 19:00,1,77,20170109191
09-01-2017 20:00,1,95,20170109201
09-01-2017 21:00,1,96,20170109211
09-01-2017 22:00,1,100,20170109221
09-01-2017 23:00,1,86,20170109231
10-01-2017 00:00,1,74,20170110001
10-01-2017 01:00,1,61,20170110011
10-01-2017 02:00,1,54,20170110021
10-01-2017 03:00,1,50,20170110031
10-01-2017 04:00,1,47,20170110041
10-01-2017 05:00,1,37,20170110051
10-01-2017 06:00,1,39,20170110061
10-01-2017 07:00,1,49,20170110071
10-01-2017 08:00,1,53,20170110081
10-01-2017 09:00,1,59,20170110091
10-01-2017 10:00,1,76,20170110101
10-01-2017 11:00,1,76,20170110111
10-01-2017 12:00,1,82,20170110121
10-01-2017 13:00,1,73,20170110131
10-01-2017 14:00,1,85,20170110141
10-01-2017 15:00,1,84,20170110151
10-01-2017 16:00,1,77,20170110161
10-01-2017 17:00,1,74,20170110171
10-01-2017 18:00,1,81,20170110181
10-01-2017 19:00,1,81,20170110191
10-01-2017 20:00,1,85,20170110201
10-01-2017 21:00,1,85,20170110211
10-01-2017 22:00,1,85,20170110221
10-01-2017 23:00,1,73,20170110231
11-01-2017 00:00,1,67,20170111001
11-01-2017 01:00,1,54,20170111011
11-01-2017 02:00,1,49,20170111021
11-01-2017 03:00,1,44,20170111031
11-01-2017 04:00,1,37,20170111041
11-01-2017 05:00,1,35,20170111051
11-01-2017 06:00,1,38,20170111061
11-01-2017 07:00,1,43,20170111071
11-01-2017 08:00,1,49,20170111081
11-01-2017 09:00,1,56,20170111091
11-01-2017 10:00,1,65,20170111101
11-01-2017 11:00,1,76,20170111111
11-01-2017 12:00,1,77,20170111121
11-01-2017 13:00,1,72,20170111131
11-01-2017 14:00,1,78,20170111141
11-01-2017 15:00,1,81,20170111151
11-01-2017 16:00,1,72,20170111161
11-01-2017 17:00,1,74,20170111171
11-01-2017 18:00,1,72,20170111181
11-01-2017 19:00,1,81,20170111191
11-01-2017 20:00,1,85,20170111201
11-01-2017 21:00,1,80,20170111211
11-01-2017 22:00,1,76,20170111221
11-01-2017 23:00,1,68,20170111231
12-01-2017 00:00,1,65,20170112001
12-01-2017 01:00,1,54,20170112011
12-01-2017 02:00,1,49,20170112021
12-01-2017 03:00,1,46,20170112031
12-01-2017 04:00,1,39,20170112041
12-01-2017 05:00,1,32,20170112051
12-01-2017 06:00,1,36,20170112061
12-01-2017 07:00,1,42,20170112071
12-01-2017 08:00,1,46,20170112081
12-01-2017 09:00,1,51,20170112091
12-01-2017 10:00,1,58,20170112101
12-01-2017 11:00,1,66,20170112111
12-01-2017 12:00,1,74,20170112121
12-01-2017 13:00,1,75,20170112131
12-01-2017 14:00,1,95,20170112141
12-01-2017 15:00,1,83,20170112151
12-01-2017 16:00,1,75,20170112161
12-01-2017 17:00,1,76,20170112171
12-01-2017 18:00,1,75,20170112181
12-01-2017 19:00,1,83,20170112191
12-01-2017 20:00,1,83,20170112201
12-01-2017 21:00,1,82,20170112211
12-01-2017 22:00,1,79,20170112221
12-01-2017 23:00,1,67,20170112231
13-01-2017 00:00,1,65,20170113001
13-01-2017 01:00,1,57,20170113011
13-01-2017 02:00,1,47,20170113021
13-01-2017 03:00,1,46,20170113031
13-01-2017 04:00,1,40,20170113041
13-01-2017 05:00,1,35,20170113051
13-01-2017 06:00,1,38,20170113061
13-01-2017 07:00,1,41,20170113071
13-01-2017 08:00,1,45,20170113081
13-01-2017 09:00,1,49,20170113091
13-01-2017 10:00,1,69,20170113101
13-01-2017 11:00,1,73,20170113111
13-01-2017 12:00,1,70,20170113121
13-01-2017 13:00,1,66,20170113131
13-01-2017 14:00,1,70,20170113141
13-01-2017 15:00,1,71,20170113151
13-01-2017 16:00,1,64,20170113161
13-01-2017 17:00,1,72,20170113171
13-01-2017 18:00,1,65,20170113181
13-01-2017 19:00,1,73,20170113191
13-01-2017 20:00,1,68,20170113201
13-01-2017 21:00,1,65,20170113211
13-01-2017 22:00,1,61,20170113221
13-01-2017 23:00,1,54,20170113231
14-01-2017 00:00,1,53,20170114001
14-01-2017 01:00,1,45,20170114011
14-01-2017 02:00,1,44,20170114021
14-01-2017 03:00,1,39,20170114031
14-01-2017 04:00,1,30,20170114041
14-01-2017 05:00,1,29,20170114051
14-01-2017 06:00,1,25,20170114061
14-01-2017 07:00,1,31,20170114071
14-01-2017 08:00,1,27,20170114081
14-01-2017 09:00,1,31,20170114091
14-01-2017 10:00,1,35,20170114101
14-01-2017 11:00,1,58,20170114111
14-01-2017 12:00,1,50,20170114121
14-01-2017 13:00,1,43,20170114131
14-01-2017 14:00,1,42,20170114141
14-01-2017 15:00,1,41,20170114151
14-01-2017 16:00,1,43,20170114161
14-01-2017 17:00,1,45,20170114171
14-01-2017 18:00,1,51,20170114181
14-01-2017 19:00,1,53,20170114191
14-01-2017 20:00,1,54,20170114201
14-01-2017 21:00,1,52,20170114211
14-01-2017 22:00,1,54,20170114221
14-01-2017 23:00,1,54,20170114231
15-01-2017 00:00,1,50,20170115001
15-01-2017 01:00,1,37,20170115011
15-01-2017 02:00,1,31,20170115021
15-01-2017 03:00,1,30,20170115031
15-01-2017 04:00,1,29,20170115041
15-01-2017 05:00,1,24,20170115051
15-01-2017 06:00,1,24,20170115061
15-01-2017 07:00,1,29,20170115071
15-01-2017 08:00,1,30,20170115081
15-01-2017 09:00,1,36,20170115091
15-01-2017 10:00,1,41,20170115101
15-01-2017 11:00,1,45,20170115111
15-01-2017 12:00,1,42,20170115121
15-01-2017 13:00,1,41,20170115131
15-01-2017 14:00,1,37,20170115141
15-01-2017 15:00,1,43,20170115151
15-01-2017 16:00,1,41,20170115161
15-01-2017 17:00,1,39,20170115171
15-01-2017 18:00,1,55,20170115181
15-01-2017 19:00,1,65,20170115191
15-01-2017 20:00,1,76,20170115201
15-01-2017 21:00,1,63,20170115211
15-01-2017 22:00,1,61,20170115221
15-01-2017 23:00,1,58,20170115231
16-01-2017 00:00,1,48,20170116001
16-01-2017 01:00,1,39,20170116011
16-01-2017 02:00,1,37,20170116021
16-01-2017 03:00,1,36,20170116031
16-01-2017 04:00,1,33,20170116041
16-01-2017 05:00,1,32,20170116051
16-01-2017 06:00,1,31,20170116061
16-01-2017 07:00,1,41,20170116071
16-01-2017 08:00,1,42,20170116081
16-01-2017 09:00,1,53,20170116091
16-01-2017 10:00,1,72,20170116101
16-01-2017 11:00,1,91,20170116111
16-01-2017 12:00,1,120,20170116121
16-01-2017 13:00,1,84,20170116131
16-01-2017 14:00,1,97,20170116141
16-01-2017 15:00,1,96,20170116151
16-01-2017 16:00,1,85,20170116161
16-01-2017 17:00,1,88,20170116171
16-01-2017 18:00,1,90,20170116181
16-01-2017 19:00,1,96,20170116191
16-01-2017 20:00,1,89,20170116201
16-01-2017 21:00,1,88,20170116211
16-01-2017 22:00,1,87,20170116221
16-01-2017 23:00,1,74,20170116231
17-01-2017 00:00,1,68,20170117001
17-01-2017 01:00,1,58,20170117011
17-01-2017 02:00,1,53,20170117021
17-01-2017 03:00,1,45,20170117031
17-01-2017 04:00,1,42,20170117041
17-01-2017 05:00,1,36,20170117051
17-01-2017 06:00,1,43,20170117061
17-01-2017 07:00,1,50,20170117071
17-01-2017 08:00,1,55,20170117081
17-01-2017 09:00,1,63,20170117091
17-01-2017 10:00,1,84,20170117101
17-01-2017 11:00,1,85,20170117111
17-01-2017 12:00,1,89,20170117121
17-01-2017 13:00,1,75,20170117131
17-01-2017 14:00,1,89,20170117141
17-01-2017 15:00,1,86,20170117151
17-01-2017 16:00,1,82,20170117161
17-01-2017 17:00,1,79,20170117171
17-01-2017 18:00,1,77,20170117181
17-01-2017 19:00,1,84,20170117191
17-01-2017 20:00,1,86,20170117201
17-01-2017 21:00,1,87,20170117211
17-01-2017 22:00,1,82,20170117221
17-01-2017 23:00,1,79,20170117231
18-01-2017 00:00,1,76,20170118001
18-01-2017 01:00,1,58,20170118011
18-01-2017 02:00,1,57,20170118021
18-01-2017 03:00,1,53,20170118031
18-01-2017 04:00,1,47,20170118041
18-01-2017 05:00,1,43,20170118051
18-01-2017 06:00,1,44,20170118061
18-01-2017 07:00,1,48,20170118071
18-01-2017 08:00,1,57,20170118081
18-01-2017 09:00,1,62,20170118091
18-01-2017 10:00,1,72,20170118101
18-01-2017 11:00,1,87,20170118111
18-01-2017 12:00,1,83,20170118121
18-01-2017 13:00,1,74,20170118131
18-01-2017 14:00,1,89,20170118141
18-01-2017 15:00,1,83,20170118151
18-01-2017 16:00,1,81,20170118161
18-01-2017 17:00,1,75,20170118171
18-01-2017 18:00,1,78,20170118181
18-01-2017 19:00,1,83,20170118191
18-01-2017 20:00,1,82,20170118201
18-01-2017 21:00,1,82,20170118211
18-01-2017 22:00,1,77,20170118221
18-01-2017 23:00,1,75,20170118231
19-01-2017 00:00,1,69,20170119001
19-01-2017 01:00,1,57,20170119011
19-01-2017 02:00,1,51,20170119021
19-01-2017 03:00,1,49,20170119031
19-01-2017 04:00,1,41,20170119041
19-01-2017 05:00,1,41,20170119051
19-01-2017 06:00,1,40,20170119061
19-01-2017 07:00,1,42,20170119071
19-01-2017 08:00,1,51,20170119081
19-01-2017 09:00,1,58,20170119091
19-01-2017 10:00,1,71,20170119101
19-01-2017 11:00,1,89,20170119111
19-01-2017 12:00,1,91,20170119121
19-01-2017 13:00,1,79,20170119131
19-01-2017 14:00,1,88,20170119141
19-01-2017 15:00,1,88,20170119151
19-01-2017 16:00,1,75,20170119161
19-01-2017 17:00,1,72,20170119171
19-01-2017 18:00,1,84,20170119181
19-01-2017 19:00,1,87,20170119191
19-01-2017 20:00,1,82,20170119201
19-01-2017 21:00,1,79,20170119211
19-01-2017 22:00,1,82,20170119221
19-01-2017 23:00,1,78,20170119231
20-01-2017 00:00,1,70,20170120001
20-01-2017 01:00,1,62,20170120011
20-01-2017 02:00,1,54,20170120021
20-01-2017 03:00,1,49,20170120031
20-01-2017 04:00,1,45,20170120041
20-01-2017 05:00,1,42,20170120051
20-01-2017 06:00,1,39,20170120061
20-01-2017 07:00,1,45,20170120071
20-01-2017 08:00,1,50,20170120081
20-01-2017 09:00,1,54,20170120091
20-01-2017 10:00,1,65,20170120101
20-01-2017 11:00,1,70,20170120111
20-01-2017 12:00,1,80,20170120121
20-01-2017 13:00,1,71,20170120131
20-01-2017 14:00,1,75,20170120141
20-01-2017 15:00,1,78,20170120151
20-01-2017 16:00,1,71,20170120161
20-01-2017 17:00,1,66,20170120171
20-01-2017 18:00,1,72,20170120181
20-01-2017 19:00,1,75,20170120191
20-01-2017 20:00,1,72,20170120201
20-01-2017 21:00,1,75,20170120211
20-01-2017 22:00,1,70,20170120221
20-01-2017 23:00,1,65,20170120231
21-01-2017 00:00,1,60,20170121001
21-01-2017 01:00,1,48,20170121011
21-01-2017 02:00,1,41,20170121021
21-01-2017 03:00,1,38,20170121031
21-01-2017 04:00,1,36,20170121041
21-01-2017 05:00,1,31,20170121051
21-01-2017 06:00,1,31,20170121061
21-01-2017 07:00,1,32,20170121071
21-01-2017 08:00,1,47,20170121081
21-01-2017 09:00,1,56,20170121091
21-01-2017 10:00,1,58,20170121101
21-01-2017 11:00,1,64,20170121111
21-01-2017 12:00,1,60,20170121121
21-01-2017 13:00,1,51,20170121131
21-01-2017 14:00,1,51,20170121141
21-01-2017 15:00,1,49,20170121151
21-01-2017 16:00,1,50,20170121161
21-01-2017 17:00,1,53,20170121171
21-01-2017 18:00,1,54,20170121181
21-01-2017 19:00,1,62,20170121191
21-01-2017 20:00,1,58,20170121201
21-01-2017 21:00,1,54,20170121211
21-01-2017 22:00,1,58,20170121221
21-01-2017 23:00,1,59,20170121231
22-01-2017 00:00,1,50,20170122001
22-01-2017 01:00,1,44,20170122011
22-01-2017 02:00,1,40,20170122021
22-01-2017 03:00,1,36,20170122031
22-01-2017 04:00,1,30,20170122041
22-01-2017 05:00,1,27,20170122051
22-01-2017 06:00,1,28,20170122061
22-01-2017 07:00,1,30,20170122071
22-01-2017 08:00,1,34,20170122081
22-01-2017 09:00,1,45,20170122091
22-01-2017 10:00,1,45,20170122101
22-01-2017 11:00,1,55,20170122111
22-01-2017 12:00,1,51,20170122121
22-01-2017 13:00,1,47,20170122131
22-01-2017 14:00,1,48,20170122141
22-01-2017 15:00,1,49,20170122151
22-01-2017 16:00,1,48,20170122161
22-01-2017 17:00,1,47,20170122171
22-01-2017 18:00,1,51,20170122181
22-01-2017 19:00,1,57,20170122191
22-01-2017 20:00,1,60,20170122201
22-01-2017 21:00,1,55,20170122211
22-01-2017 22:00,1,64,20170122221
22-01-2017 23:00,1,64,20170122231
23-01-2017 00:00,1,57,20170123001
23-01-2017 01:00,1,50,20170123011
23-01-2017 02:00,1,41,20170123021
23-01-2017 03:00,1,41,20170123031
23-01-2017 04:00,1,36,20170123041
23-01-2017 05:00,1,36,20170123051
23-01-2017 06:00,1,42,20170123061
23-01-2017 07:00,1,41,20170123071
23-01-2017 08:00,1,50,20170123081
23-01-2017 09:00,1,59,20170123091
23-01-2017 10:00,1,83,20170123101
23-01-2017 11:00,1,93,20170123111
23-01-2017 12:00,1,84,20170123121
23-01-2017 13:00,1,83,20170123131
23-01-2017 14:00,1,93,20170123141
23-01-2017 15:00,1,92,20170123151
23-01-2017 16:00,1,85,20170123161
23-01-2017 17:00,1,78,20170123171
23-01-2017 18:00,1,85,20170123181
23-01-2017 19:00,1,93,20170123191
23-01-2017 20:00,1,94,20170123201
23-01-2017 21:00,1,92,20170123211
23-01-2017 22:00,1,88,20170123221
23-01-2017 23:00,1,79,20170123231
24-01-2017 00:00,1,69,20170124001
24-01-2017 01:00,1,60,20170124011
24-01-2017 02:00,1,56,20170124021
24-01-2017 03:00,1,49,20170124031
24-01-2017 04:00,1,45,20170124041
24-01-2017 05:00,1,37,20170124051
24-01-2017 06:00,1,39,20170124061
24-01-2017 07:00,1,48,20170124071
24-01-2017 08:00,1,52,20170124081
24-01-2017 09:00,1,64,20170124091
24-01-2017 10:00,1,75,20170124101
24-01-2017 11:00,1,77,20170124111
24-01-2017 12:00,1,86,20170124121
24-01-2017 13:00,1,77,20170124131
24-01-2017 14:00,1,83,20170124141
24-01-2017 15:00,1,84,20170124151
24-01-2017 16:00,1,80,20170124161
24-01-2017 17:00,1,78,20170124171
24-01-2017 18:00,1,81,20170124181
24-01-2017 19:00,1,84,20170124191
24-01-2017 20:00,1,82,20170124201
24-01-2017 21:00,1,84,20170124211
24-01-2017 22:00,1,79,20170124221
24-01-2017 23:00,1,76,20170124231
25-01-2017 00:00,1,67,20170125001
25-01-2017 01:00,1,56,20170125011
25-01-2017 02:00,1,52,20170125021
25-01-2017 03:00,1,52,20170125031
25-01-2017 04:00,1,40,20170125041
25-01-2017 05:00,1,35,20170125051
25-01-2017 06:00,1,39,20170125061
25-01-2017 07:00,1,40,20170125071
25-01-2017 08:00,1,48,20170125081
25-01-2017 09:00,1,56,20170125091
25-01-2017 10:00,1,67,20170125101
25-01-2017 11:00,1,75,20170125111
25-01-2017 12:00,1,76,20170125121
25-01-2017 13:00,1,67,20170125131
25-01-2017 14:00,1,79,20170125141
25-01-2017 15:00,1,76,20170125151
25-01-2017 16:00,1,75,20170125161
25-01-2017 17:00,1,65,20170125171
25-01-2017 18:00,1,85,20170125181
25-01-2017 19:00,1,82,20170125191
25-01-2017 20:00,1,82,20170125201
25-01-2017 21:00,1,82,20170125211
25-01-2017 22:00,1,75,20170125221
25-01-2017 23:00,1,67,20170125231
26-01-2017 00:00,1,66,20170126001
26-01-2017 01:00,1,61,20170126011
26-01-2017 02:00,1,53,20170126021
26-01-2017 03:00,1,52,20170126031
26-01-2017 04:00,1,42,20170126041
26-01-2017 05:00,1,37,20170126051
26-01-2017 06:00,1,37,20170126061
26-01-2017 07:00,1,36,20170126071
26-01-2017 08:00,1,37,20170126081
26-01-2017 09:00,1,45,20170126091
26-01-2017 10:00,1,48,20170126101
26-01-2017 11:00,1,48,20170126111
26-01-2017 12:00,1,57,20170126121
26-01-2017 13:00,1,53,20170126131
26-01-2017 14:00,1,61,20170126141
26-01-2017 15:00,1,56,20170126151
26-01-2017 16:00,1,55,20170126161
26-01-2017 17:00,1,62,20170126171
26-01-2017 18:00,1,70,20170126181
26-01-2017 19:00,1,83,20170126191
26-01-2017 20:00,1,77,20170126201
26-01-2017 21:00,1,88,20170126211
26-01-2017 22:00,1,80,20170126221
26-01-2017 23:00,1,70,20170126231
27-01-2017 00:00,1,66,20170127001
27-01-2017 01:00,1,57,20170127011
27-01-2017 02:00,1,52,20170127021
27-01-2017 03:00,1,49,20170127031
27-01-2017 04:00,1,45,20170127041
27-01-2017 05:00,1,38,20170127051
27-01-2017 06:00,1,39,20170127061
27-01-2017 07:00,1,37,20170127071
27-01-2017 08:00,1,41,20170127081
27-01-2017 09:00,1,54,20170127091
27-01-2017 10:00,1,65,20170127101
27-01-2017 11:00,1,64,20170127111
27-01-2017 12:00,1,66,20170127121
27-01-2017 13:00,1,62,20170127131
27-01-2017 14:00,1,70,20170127141
27-01-2017 15:00,1,77,20170127151
27-01-2017 16:00,1,67,20170127161
27-01-2017 17:00,1,66,20170127171
27-01-2017 18:00,1,76,20170127181
27-01-2017 19:00,1,77,20170127191
27-01-2017 20:00,1,76,20170127201
27-01-2017 21:00,1,72,20170127211
27-01-2017 22:00,1,63,20170127221
27-01-2017 23:00,1,66,20170127231
28-01-2017 00:00,1,57,20170128001
28-01-2017 01:00,1,57,20170128011
28-01-2017 02:00,1,46,20170128021
28-01-2017 03:00,1,38,20170128031
28-01-2017 04:00,1,31,20170128041
28-01-2017 05:00,1,29,20170128051
28-01-2017 06:00,1,27,20170128061
28-01-2017 07:00,1,30,20170128071
28-01-2017 08:00,1,31,20170128081
28-01-2017 09:00,1,35,20170128091
28-01-2017 10:00,1,42,20170128101
28-01-2017 11:00,1,43,20170128111
28-01-2017 12:00,1,45,20170128121
28-01-2017 13:00,1,41,20170128131
28-01-2017 14:00,1,44,20170128141
28-01-2017 15:00,1,38,20170128151
28-01-2017 16:00,1,44,20170128161
28-01-2017 17:00,1,49,20170128171
28-01-2017 18:00,1,55,20170128181
28-01-2017 19:00,1,64,20170128191
28-01-2017 20:00,1,82,20170128201
28-01-2017 21:00,1,70,20170128211
28-01-2017 22:00,1,68,20170128221
28-01-2017 23:00,1,61,20170128231
29-01-2017 00:00,1,57,20170129001
29-01-2017 01:00,1,45,20170129011
29-01-2017 02:00,1,38,20170129021
29-01-2017 03:00,1,34,20170129031
29-01-2017 04:00,1,29,20170129041
29-01-2017 05:00,1,29,20170129051
29-01-2017 06:00,1,29,20170129061
29-01-2017 07:00,1,28,20170129071
29-01-2017 08:00,1,36,20170129081
29-01-2017 09:00,1,43,20170129091
29-01-2017 10:00,1,44,20170129101
29-01-2017 11:00,1,44,20170129111
29-01-2017 12:00,1,50,20170129121
29-01-2017 13:00,1,39,20170129131
29-01-2017 14:00,1,42,20170129141
29-01-2017 15:00,1,44,20170129151
29-01-2017 16:00,1,41,20170129161
29-01-2017 17:00,1,43,20170129171
29-01-2017 18:00,1,56,20170129181
29-01-2017 19:00,1,58,20170129191
29-01-2017 20:00,1,61,20170129201
29-01-2017 21:00,1,63,20170129211
29-01-2017 22:00,1,54,20170129221
29-01-2017 23:00,1,57,20170129231
30-01-2017 00:00,1,53,20170130001
30-01-2017 01:00,1,49,20170130011
