DateTime,,Junction,Vehicles,ID
07-01-2017 10:00,,3,19,20170107103
07-01-2017 11:00,,3,18,20170107113
07-01-2017 12:00,,3,21,20170107123
07-01-2017 13:00,,3,15,20170107133
07-01-2017 14:00,,3,23,20170107143
07-01-2017 15:00,,3,19,20170107153
07-01-2017 16:00,,3,20,20170107163
07-01-2017 17:00,,3,40,20170107173
07-01-2017 18:00,,3,46,20170107183
07-01-2017 19:00,,3,77,20170107193
07-01-2017 20:00,,3,133,20170107203
07-01-2017 21:00,,3,125,20170107213
07-01-2017 22:00,,3,46,20170107223
07-01-2017 23:00,,3,39,20170107233
08-01-2017 00:00,,3,26,20170108003
08-01-2017 01:00,,3,21,20170108013
08-01-2017 02:00,,3,12,20170108023
08-01-2017 03:00,,3,6,20170108033
08-01-2017 04:00,,3,9,20170108043
08-01-2017 05:00,,3,12,20170108053
08-01-2017 06:00,,3,9,20170108063
08-01-2017 07:00,,3,12,20170108073
08-01-2017 08:00,,3,16,20170108083
08-01-2017 09:00,,3,16,20170108093
08-01-2017 10:00,,3,25,20170108103
08-01-2017 11:00,,3,16,20170108113
08-01-2017 12:00,,3,17,20170108123
08-01-2017 13:00,,3,29,20170108133
08-01-2017 14:00,,3,24,20170108143
08-01-2017 15:00,,3,25,20170108153
08-01-2017 16:00,,3,24,20170108163
08-01-2017 17:00,,3,18,20170108173
08-01-2017 18:00,,3,19,20170108183
08-01-2017 19:00,,3,22,20170108193
08-01-2017 20:00,,3,22,20170108203
08-01-2017 21:00,,3,20,20170108213
08-01-2017 22:00,,3,20,20170108223
08-01-2017 23:00,,3,19,20170108233
09-01-2017 00:00,,3,22,20170109003
09-01-2017 01:00,,3,11,20170109013
09-01-2017 02:00,,3,11,20170109023
09-01-2017 03:00,,3,5,20170109033
09-01-2017 04:00,,3,11,20170109043
09-01-2017 05:00,,3,9,20170109053
09-01-2017 06:00,,3,7,20170109063
09-01-2017 07:00,,3,14,20170109073
09-01-2017 08:00,,3,10,20170109083
09-01-2017 09:00,,3,16,20170109093
09-01-2017 10:00,,3,22,20170109103
09-01-2017 11:00,,3,27,20170109113
09-01-2017 12:00,,3,34,20170109123
09-01-2017 13:00,,3,30,20170109133
09-01-2017 14:00,,3,27,20170109143
09-01-2017 15:00,,3,26,20170109153
09-01-2017 16:00,,3,30,20170109163
09-01-2017 17:00,,3,28,20170109173
09-01-2017 18:00,,3,26,20170109183
09-01-2017 19:00,,3,25,20170109193
09-01-2017 20:00,,3,26,20170109203
09-01-2017 21:00,,3,24,20170109213
09-01-2017 22:00,,3,26,20170109223
09-01-2017 23:00,,3,28,20170109233
10-01-2017 00:00,,3,20,20170110003
10-01-2017 01:00,,3,13,20170110013
10-01-2017 02:00,,3,12,20170110023
10-01-2017 03:00,,3,12,20170110033
10-01-2017 04:00,,3,10,20170110043
10-01-2017 05:00,,3,10,20170110053
10-01-2017 06:00,,3,11,20170110063
10-01-2017 07:00,,3,14,20170110073
10-01-2017 08:00,,3,15,20170110083
10-01-2017 09:00,,3,17,20170110093
10-01-2017 10:00,,3,24,20170110103
10-01-2017 11:00,,3,21,20170110113
10-01-2017 12:00,,3,16,20170110123
10-01-2017 13:00,,3,22,20170110133
10-01-2017 14:00,,3,23,20170110143
10-01-2017 15:00,,3,23,20170110153
10-01-2017 16:00,,3,22,20170110163
10-01-2017 17:00,,3,20,20170110173
10-01-2017 18:00,,3,17,20170110183
10-01-2017 19:00,,3,22,20170110193
10-01-2017 20:00,,3,17,20170110203
10-01-2017 21:00,,3,20,20170110213
10-01-2017 22:00,,3,21,20170110223
10-01-2017 23:00,,3,18,20170110233
11-01-2017 00:00,,3,18,20170111003
11-01-2017 01:00,,3,16,20170111013
11-01-2017 02:00,,3,9,20170111023
11-01-2017 03:00,,3,9,20170111033
11-01-2017 04:00,,3,7,20170111043
11-01-2017 05:00,,3,8,20170111053
11-01-2017 06:00,,3,5,20170111063
11-01-2017 07:00,,3,14,20170111073
11-01-2017 08:00,,3,11,20170111083
11-01-2017 09:00,,3,15,20170111093
11-01-2017 10:00,,3,17,20170111103
11-01-2017 11:00,,3,19,20170111113
11-01-2017 12:00,,3,17,20170111123
11-01-2017 13:00,,3,25,20170111133
11-01-2017 14:00,,3,17,20170111143
11-01-2017 15:00,,3,21,20170111153
11-01-2017 16:00,,3,16,20170111163
11-01-2017 17:00,,3,20,20170111173
11-01-2017 18:00,,3,22,20170111183
11-01-2017 19:00,,3,24,20170111193
11-01-2017 20:00,,3,56,20170111203
11-01-2017 21:00,,3,35,20170111213
11-01-2017 22:00,,3,26,20170111223
11-01-2017 23:00,,3,23,20170111233
12-01-2017 00:00,,3,23,20170112003
12-01-2017 01:00,,3,14,20170112013
12-01-2017 02:00,,3,11,20170112023
12-01-2017 03:00,,3,9,20170112033
12-01-2017 04:00,,3,8,20170112043
12-01-2017 05:00,,3,6,20170112053
12-01-2017 06:00,,3,4,20170112063
12-01-2017 07:00,,3,15,20170112073
12-01-2017 08:00,,3,14,20170112083
12-01-2017 09:00,,3,20,20170112093
12-01-2017 10:00,,3,22,20170112103
12-01-2017 11:00,,3,20,20170112113
12-01-2017 12:00,,3,24,20170112123
12-01-2017 13:00,,3,24,20170112133
12-01-2017 14:00,,3,21,20170112143
12-01-2017 15:00,,3,22,20170112153
12-01-2017 16:00,,3,18,20170112163
12-01-2017 17:00,,3,21,20170112173
12-01-2017 18:00,,3,18,20170112183
12-01-2017 19:00,,3,23,20170112193
12-01-2017 20:00,,3,18,20170112203
12-01-2017 21:00,,3,20,20170112213
12-01-2017 22:00,,3,22,20170112223
12-01-2017 23:00,,3,21,20170112233
13-01-2017 00:00,,3,17,20170113003
13-01-2017 01:00,,3,11,20170113013
13-01-2017 02:00,,3,10,20170113023
13-01-2017 03:00,,3,9,20170113033
13-01-2017 04:00,,3,10,20170113043
13-01-2017 05:00,,3,7,20170113053
13-01-2017 06:00,,3,11,20170113063
13-01-2017 07:00,,3,8,20170113073
13-01-2017 08:00,,3,10,20170113083
13-01-2017 09:00,,3,11,20170113093
13-01-2017 10:00,,3,15,20170113103
13-01-2017 11:00,,3,19,20170113113
13-01-2017 12:00,,3,16,20170113123
13-01-2017 13:00,,3,15,20170113133
13-01-2017 14:00,,3,21,20170113143
13-01-2017 15:00,,3,15,20170113153
13-01-2017 16:00,,3,17,20170113163
13-01-2017 17:00,,3,18,20170113173
13-01-2017 18:00,,3,14,20170113183
13-01-2017 19:00,,3,18,20170113193
13-01-2017 20:00,,3,20,20170113203
13-01-2017 21:00,,3,18,20170113213
13-01-2017 22:00,,3,17,20170113223
13-01-2017 23:00,,3,11,20170113233
14-01-2017 00:00,,3,17,20170114003
14-01-2017 01:00,,3,15,20170114013
14-01-2017 02:00,,3,6,20170114023
14-01-2017 03:00,,3,10,20170114033
14-01-2017 04:00,,3,5,20170114043
14-01-2017 05:00,,3,8,20170114053
14-01-2017 06:00,,3,6,20170114063
14-01-2017 07:00,,3,6,20170114073
14-01-2017 08:00,,3,9,20170114083
14-01-2017 09:00,,3,10,20170114093
14-01-2017 10:00,,3,12,20170114103
14-01-2017 11:00,,3,18,20170114113
14-01-2017 12:00,,3,13,20170114123
14-01-2017 13:00,,3,12,20170114133
14-01-2017 14:00,,3,14,20170114143
14-01-2017 15:00,,3,14,20170114153
14-01-2017 16:00,,3,14,20170114163
14-01-2017 17:00,,3,15,20170114173
14-01-2017 18:00,,3,11,20170114183
14-01-2017 19:00,,3,22,20170114193
14-01-2017 20:00,,3,18,20170114203
14-01-2017 21:00,,3,17,20170114213
14-01-2017 22:00,,3,17,20170114223
14-01-2017 23:00,,3,17,20170114233
15-01-2017 00:00,,3,17,20170115003
15-01-2017 01:00,,3,11,20170115013
15-01-2017 02:00,,3,11,20170115023
15-01-2017 03:00,,3,5,20170115033
15-01-2017 04:00,,3,8,20170115043
15-01-2017 05:00,,3,7,20170115053
15-01-2017 06:00,,3,6,20170115063
15-01-2017 07:00,,3,8,20170115073
15-01-2017 08:00,,3,8,20170115083
15-01-2017 09:00,,3,12,20170115093
15-01-2017 10:00,,3,15,20170115103
15-01-2017 11:00,,3,15,20170115113
15-01-2017 12:00,,3,14,20170115123
15-01-2017 13:00,,3,14,20170115133
15-01-2017 14:00,,3,15,20170115143
15-01-2017 15:00,,3,15,20170115153
15-01-2017 16:00,,3,14,20170115163
15-01-2017 17:00,,3,17,20170115173
15-01-2017 18:00,,3,27,20170115183
15-01-2017 19:00,,3,49,20170115193
15-01-2017 20:00,,3,94,20170115203
15-01-2017 21:00,,3,76,20170115213
15-01-2017 22:00,,3,34,20170115223
15-01-2017 23:00,,3,27,20170115233
16-01-2017 00:00,,3,24,20170116003
16-01-2017 01:00,,3,13,20170116013
16-01-2017 02:00,,3,10,20170116023
16-01-2017 03:00,,3,19,20170116033
16-01-2017 04:00,,3,14,20170116043
16-01-2017 05:00,,3,12,20170116053
16-01-2017 06:00,,3,8,20170116063
16-01-2017 07:00,,3,15,20170116073
16-01-2017 08:00,,3,17,20170116083
16-01-2017 09:00,,3,21,20170116093
16-01-2017 10:00,,3,27,20170116103
16-01-2017 11:00,,3,28,20170116113
16-01-2017 12:00,,3,36,20170116123
16-01-2017 13:00,,3,33,20170116133
16-01-2017 14:00,,3,32,20170116143
16-01-2017 15:00,,3,33,20170116153
16-01-2017 16:00,,3,28,20170116163
16-01-2017 17:00,,3,27,20170116173
16-01-2017 18:00,,3,22,20170116183
16-01-2017 19:00,,3,31,20170116193
16-01-2017 20:00,,3,27,20170116203
16-01-2017 21:00,,3,25,20170116213
16-01-2017 22:00,,3,29,20170116223
16-01-2017 23:00,,3,22,20170116233
17-01-2017 00:00,,3,20,20170117003
17-01-2017 01:00,,3,15,20170117013
17-01-2017 02:00,,3,11,20170117023
17-01-2017 03:00,,3,11,20170117033
17-01-2017 04:00,,3,10,20170117043
17-01-2017 05:00,,3,10,20170117053
17-01-2017 06:00,,3,9,20170117063
17-01-2017 07:00,,3,14,20170117073
17-01-2017 08:00,,3,15,20170117083
17-01-2017 09:00,,3,16,20170117093
17-01-2017 10:00,,3,15,20170117103
17-01-2017 11:00,,3,21,20170117113
17-01-2017 12:00,,3,21,20170117123
17-01-2017 13:00,,3,24,20170117133
17-01-2017 14:00,,3,31,20170117143
17-01-2017 15:00,,3,26,20170117153
17-01-2017 16:00,,3,27,20170117163
17-01-2017 17:00,,3,28,20170117173
17-01-2017 18:00,,3,25,20170117183
17-01-2017 19:00,,3,20,20170117193
17-01-2017 20:00,,3,21,20170117203
17-01-2017 21:00,,3,23,20170117213
17-01-2017 22:00,,3,23,20170117223
17-01-2017 23:00,,3,25,20170117233
18-01-2017 00:00,,3,20,20170118003
18-01-2017 01:00,,3,18,20170118013
18-01-2017 02:00,,3,15,20170118023
18-01-2017 03:00,,3,13,20170118033
18-01-2017 04:00,,3,10,20170118043
18-01-2017 05:00,,3,8,20170118053
18-01-2017 06:00,,3,8,20170118063
18-01-2017 07:00,,3,10,20170118073
18-01-2017 08:00,,3,15,20170118083
18-01-2017 09:00,,3,13,20170118093
18-01-2017 10:00,,3,15,20170118103
18-01-2017 11:00,,3,20,20170118113
18-01-2017 12:00,,3,23,20170118123
18-01-2017 13:00,,3,17,20170118133
18-01-2017 14:00,,3,25,20170118143
18-01-2017 15:00,,3,19,20170118153
18-01-2017 16:00,,3,17,20170118163
18-01-2017 17:00,,3,16,20170118173
18-01-2017 18:00,,3,17,20170118183
18-01-2017 19:00,,3,22,20170118193
18-01-2017 20:00,,3,20,20170118203
18-01-2017 21:00,,3,17,20170118213
18-01-2017 22:00,,3,18,20170118223
18-01-2017 23:00,,3,18,20170118233
19-01-2017 00:00,,3,11,20170119003
19-01-2017 01:00,,3,11,20170119013
19-01-2017 02:00,,3,10,20170119023
19-01-2017 03:00,,3,9,20170119033
19-01-2017 04:00,,3,7,20170119043
19-01-2017 05:00,,3,6,20170119053
19-01-2017 06:00,,3,8,20170119063
19-01-2017 07:00,,3,8,20170119073
19-01-2017 08:00,,3,7,20170119083
19-01-2017 09:00,,3,13,20170119093
19-01-2017 10:00,,3,15,20170119103
19-01-2017 11:00,,3,17,20170119113
19-01-2017 12:00,,3,17,20170119123
19-01-2017 13:00,,3,15,20170119133
19-01-2017 14:00,,3,22,20170119143
19-01-2017 15:00,,3,20,20170119153
19-01-2017 16:00,,3,16,20170119163
19-01-2017 17:00,,3,17,20170119173
19-01-2017 18:00,,3,19,20170119183
19-01-2017 19:00,,3,15,20170119193
19-01-2017 20:00,,3,11,20170119203
19-01-2017 21:00,,3,13,20170119213
19-01-2017 22:00,,3,19,20170119223
19-01-2017 23:00,,3,16,20170119233
20-01-2017 00:00,,3,16,20170120003
20-01-2017 01:00,,3,13,20170120013
20-01-2017 02:00,,3,11,20170120023
20-01-2017 03:00,,3,4,20170120033
20-01-2017 04:00,,3,6,20170120043
20-01-2017 05:00,,3,8,20170120053
20-01-2017 06:00,,3,7,20170120063
20-01-2017 07:00,,3,9,20170120073
20-01-2017 08:00,,3,9,20170120083
20-01-2017 09:00,,3,14,20170120093
20-01-2017 10:00,,3,15,20170120103
20-01-2017 11:00,,3,17,20170120113
20-01-2017 12:00,,3,14,20170120123
20-01-2017 13:00,,3,15,20170120133
20-01-2017 14:00,,3,18,20170120143
20-01-2017 15:00,,3,17,20170120153
20-01-2017 16:00,,3,17,20170120163
20-01-2017 17:00,,3,15,20170120173
20-01-2017 18:00,,3,16,20170120183
20-01-2017 19:00,,3,18,20170120193
20-01-2017 20:00,,3,15,20170120203
20-01-2017 21:00,,3,13,20170120213
20-01-2017 22:00,,3,12,20170120223
20-01-2017 23:00,,3,17,20170120233
21-01-2017 00:00,,3,15,20170121003
21-01-2017 01:00,,3,10,20170121013
21-01-2017 02:00,,3,8,20170121023
21-01-2017 03:00,,3,7,20170121033
21-01-2017 04:00,,3,7,20170121043
21-01-2017 05:00,,3,6,20170121053
21-01-2017 06:00,,3,3,20170121063
21-01-2017 07:00,,3,9,20170121073
21-01-2017 08:00,,3,12,20170121083
21-01-2017 09:00,,3,12,20170121093
21-01-2017 10:00,,3,11,20170121103
21-01-2017 11:00,,3,15,20170121113
21-01-2017 12:00,,3,14,20170121123
21-01-2017 13:00,,3,14,20170121133
21-01-2017 14:00,,3,8,20170121143
21-01-2017 15:00,,3,14,20170121153
21-01-2017 16:00,,3,10,20170121163
21-01-2017 17:00,,3,16,20170121173
21-01-2017 18:00,,3,14,20170121183
21-01-2017 19:00,,3,13,20170121193
21-01-2017 20:00,,3,14,20170121203
21-01-2017 21:00,,3,14,20170121213
21-01-2017 22:00,,3,15,20170121223
21-01-2017 23:00,,3,12,20170121233
22-01-2017 00:00,,3,13,20170122003
22-01-2017 01:00,,3,9,20170122013
22-01-2017 02:00,,3,7,20170122023
22-01-2017 03:00,,3,5,20170122033
22-01-2017 04:00,,3,7,20170122043
22-01-2017 05:00,,3,6,20170122053
22-01-2017 06:00,,3,8,20170122063
22-01-2017 07:00,,3,5,20170122073
22-01-2017 08:00,,3,11,20170122083
22-01-2017 09:00,,3,6,20170122093
22-01-2017 10:00,,3,10,20170122103
22-01-2017 11:00,,3,11,20170122113
22-01-2017 12:00,,3,9,20170122123
22-01-2017 13:00,,3,9,20170122133
22-01-2017 14:00,,3,9,20170122143
22-01-2017 15:00,,3,11,20170122153
22-01-2017 16:00,,3,13,20170122163
22-01-2017 17:00,,3,14,20170122173
22-01-2017 18:00,,3,9,20170122183
22-01-2017 19:00,,3,13,20170122193
22-01-2017 20:00,,3,13,20170122203
22-01-2017 21:00,,3,13,20170122213
22-01-2017 22:00,,3,12,20170122223
22-01-2017 23:00,,3,17,20170122233
23-01-2017 00:00,,3,10,20170123003
23-01-2017 01:00,,3,10,20170123013
23-01-2017 02:00,,3,7,20170123023
23-01-2017 03:00,,3,4,20170123033
23-01-2017 04:00,,3,6,20170123043
23-01-2017 05:00,,3,8,20170123053
23-01-2017 06:00,,3,6,20170123063
23-01-2017 07:00,,3,4,20170123073
23-01-2017 08:00,,3,11,20170123083
23-01-2017 09:00,,3,11,20170123093
23-01-2017 10:00,,3,14,20170123103
23-01-2017 11:00,,3,13,20170123113
23-01-2017 12:00,,3,19,20170123123
23-01-2017 13:00,,3,22,20170123133
23-01-2017 14:00,,3,21,20170123143
23-01-2017 15:00,,3,21,20170123153
23-01-2017 16:00,,3,18,20170123163
23-01-2017 17:00,,3,16,20170123173
23-01-2017 18:00,,3,19,20170123183
23-01-2017 19:00,,3,17,20170123193
23-01-2017 20:00,,3,14,20170123203
23-01-2017 21:00,,3,19,20170123213
23-01-2017 22:00,,3,20,20170123223
23-01-2017 23:00,,3,15,20170123233
24-01-2017 00:00,,3,19,20170124003
24-01-2017 01:00,,3,9,20170124013
24-01-2017 02:00,,3,8,20170124023
24-01-2017 03:00,,3,10,20170124033
24-01-2017 04:00,,3,6,20170124043
24-01-2017 05:00,,3,8,20170124053
24-01-2017 06:00,,3,10,20170124063
24-01-2017 07:00,,3,7,20170124073
24-01-2017 08:00,,3,12,20170124083
24-01-2017 09:00,,3,13,20170124093
24-01-2017 10:00,,3,14,20170124103
24-01-2017 11:00,,3,17,20170124113
24-01-2017 12:00,,3,20,20170124123
24-01-2017 13:00,,3,17,20170124133
24-01-2017 14:00,,3,19,20170124143
24-01-2017 15:00,,3,25,20170124153
24-01-2017 16:00,,3,15,20170124163
24-01-2017 17:00,,3,15,20170124173
24-01-2017 18:00,,3,18,20170124183
24-01-2017 19:00,,3,13,20170124193
24-01-2017 20:00,,3,14,20170124203
24-01-2017 21:00,,3,19,20170124213
24-01-2017 22:00,,3,12,20170124223
24-01-2017 23:00,,3,13,20170124233
25-01-2017 00:00,,3,11,20170125003
25-01-2017 01:00,,3,13,20170125013
25-01-2017 02:00,,3,10,20170125023
25-01-2017 03:00,,3,9,20170125033
25-01-2017 04:00,,3,8,20170125043
25-01-2017 05:00,,3,8,20170125053
25-01-2017 06:00,,3,8,20170125063
25-01-2017 07:00,,3,11,20170125073
25-01-2017 08:00,,3,6,20170125083
25-01-2017 09:00,,3,12,20170125093
25-01-2017 10:00,,3,20,20170125103
25-01-2017 11:00,,3,13,20170125113
25-01-2017 12:00,,3,13,20170125123
25-01-2017 13:00,,3,11,20170125133
25-01-2017 14:00,,3,15,20170125143
25-01-2017 15:00,,3,16,20170125153
25-01-2017 16:00,,3,15,20170125163
25-01-2017 17:00,,3,20,20170125173
25-01-2017 18:00,,3,19,20170125183
25-01-2017 19:00,,3,19,20170125193
25-01-2017 20:00,,3,20,20170125203
25-01-2017 21:00,,3,15,20170125213
25-01-2017 22:00,,3,10,20170125223
25-01-2017 23:00,,3,8,20170125233
26-01-2017 00:00,,3,7,20170126003
26-01-2017 01:00,,3,9,20170126013
26-01-2017 02:00,,3,4,20170126023
26-01-2017 03:00,,3,6,20170126033
26-01-2017 04:00,,3,7,20170126043
26-01-2017 05:00,,3,3,20170126053
26-01-2017 06:00,,3,2,20170126063
26-01-2017 07:00,,3,7,20170126073
26-01-2017 08:00,,3,5,20170126083
26-01-2017 09:00,,3,7,20170126093
26-01-2017 10:00,,3,6,20170126103
26-01-2017 11:00,,3,10,20170126113
26-01-2017 12:00,,3,9,20170126123
26-01-2017 13:00,,3,9,20170126133
26-01-2017 14:00,,3,17,20170126143
26-01-2017 15:00,,3,10,20170126153
26-01-2017 16:00,,3,15,20170126163
26-01-2017 17:00,,3,10,20170126173
26-01-2017 18:00,,3,14,20170126183
26-01-2017 19:00,,3,13,20170126193
26-01-2017 20:00,,3,14,20170126203
26-01-2017 21:00,,3,12,20170126213
26-01-2017 22:00,,3,16,20170126223
26-01-2017 23:00,,3,17,20170126233
27-01-2017 00:00,,3,14,20170127003
27-01-2017 01:00,,3,10,20170127013
27-01-2017 02:00,,3,11,20170127023
27-01-2017 03:00,,3,10,20170127033
27-01-2017 04:00,,3,9,20170127043
27-01-2017 05:00,,3,7,20170127053
27-01-2017 06:00,,3,10,20170127063
27-01-2017 07:00,,3,8,20170127073
27-01-2017 08:00,,3,9,20170127083
27-01-2017 09:00,,3,10,20170127093
27-01-2017 10:00,,3,15,20170127103
27-01-2017 11:00,,3,14,20170127113
27-01-2017 12:00,,3,15,20170127123
27-01-2017 13:00,,3,12,20170127133
27-01-2017 14:00,,3,17,20170127143
27-01-2017 15:00,,3,14,20170127153
27-01-2017 16:00,,3,13,20170127163
27-01-2017 17:00,,3,16,20170127173
27-01-2017 18:00,,3,20,20170127183
27-01-2017 19:00,,3,18,20170127193
27-01-2017 20:00,,3,16,20170127203
27-01-2017 21:00,,3,13,20170127213
27-01-2017 22:00,,3,14,20170127223
27-01-2017 23:00,,3,15,20170127233
28-01-2017 00:00,,3,12,20170128003
28-01-2017 01:00,,3,9,20170128013
28-01-2017 02:00,,3,9,20170128023
28-01-2017 03:00,,3,8,20170128033
28-01-2017 04:00,,3,8,20170128043
28-01-2017 05:00,,3,6,20170128053
28-01-2017 06:00,,3,7,20170128063
28-01-2017 07:00,,3,5,20170128073
28-01-2017 08:00,,3,8,20170128083
28-01-2017 09:00,,3,12,20170128093
28-01-2017 10:00,,3,10,20170128103
28-01-2017 11:00,,3,12,20170128113
28-01-2017 12:00,,3,9,20170128123
28-01-2017 13:00,,3,14,20170128133
28-01-2017 14:00,,3,10,20170128143
28-01-2017 15:00,,3,11,20170128153
